teacher_forcing_horizon,mse,ssim,snr
0,0.004724032245576382,0.9436099624653754,0.0
1,0.004724032245576382,0.9436099624653754,0.0
3,0.0047265393659472466,0.9433520437627875,-0.0019511895952746272
5,0.004755609203130007,0.9407947086302686,-0.025922363623976707
10,0.005902195814996958,0.9107467134593171,-0.8095204830169678
15,0.004754315130412579,0.9320124684600327,3.3304929733276367
