teacher_forcing_horizon,mse,ssim,snr
0,0.00899345614016056,0.8876751773055305,0.04319409653544426
1,0.00899345614016056,0.8876751773055305,0.04319409653544426
3,0.008839008398354053,0.8853372387759103,0.5838456153869629
5,0.00892640370875597,0.8826358129427936,0.7839422821998596
10,0.009008785709738731,0.8776851659805496,1.1960079669952393
15,0.008986403234302998,0.8700838425565632,2.460242748260498
