teacher_forcing_horizon,mse,ssim,snr
0,0.009091419167816639,0.8880385480554879,0.04433179274201393
1,0.009091419167816639,0.8880385480554879,0.04433179274201393
3,0.008956634439527988,0.8853736227367344,0.6186234951019287
5,0.009055210277438164,0.8825007850501612,0.8052772879600525
10,0.009174083359539509,0.8768142600920641,1.2778264284133911
15,0.009219741448760033,0.8689973167470747,2.6597437858581543
