teacher_forcing_horizon,mse,ssim,snr
0,0.008940763771533966,0.9173354300070145,0.0
1,0.008940763771533966,0.9173354300070145,0.0
3,0.008944745175540447,0.9170365036514275,-0.0014780079945921898
5,0.008978145197033882,0.9148692675295342,-0.014436191879212856
10,0.009099499322474003,0.90411476389178,0.15372245013713837
15,0.00917061883956194,0.9024804892047122,0.005476735532283783
