teacher_forcing_horizon,mse,ssim,snr
0,0.013636048883199692,0.8338493447301737,0.0
1,0.013636048883199692,0.8338493447301737,0.0
3,0.013638021424412727,0.8336558469855015,-0.0005447619478218257
5,0.013658614829182625,0.831936788361809,-0.0060796369798481464
10,0.013572564348578453,0.8234386882233564,0.20682348310947418
15,0.013339097611606121,0.8103362920743894,1.760918140411377
