teacher_forcing_horizon,mse,ssim,snr
0,0.01596939004957676,0.7593263385214515,-0.5973522663116455
1,0.01596939004957676,0.7593263385214515,-0.5973522663116455
3,0.017260167747735977,0.7398873306957137,-0.9317166805267334
5,0.01723935268819332,0.7488218183015899,-0.9251905083656311
10,0.015389767475426197,0.798934176123448,-0.1840880811214447
15,0.013343548402190208,0.8372605794955243,4.665430068969727
