teacher_forcing_horizon,mse,ssim,snr
0,0.016574783250689507,0.7445325523707114,-0.7823025584220886
1,0.016574783250689507,0.7445325523707114,-0.7823025584220886
3,0.016986971721053123,0.7199747890971617,-0.8982718586921692
5,0.01731019839644432,0.7173988677661578,-0.9887382984161377
10,0.017271848395466805,0.7414896250602279,-0.9824482202529907
15,0.01848345249891281,0.7287806960847397,-1.269243597984314
