teacher_forcing_horizon,mse,ssim,snr
0,0.013962026685476303,0.8339279444387283,0.0
1,0.013962026685476303,0.8339279444387283,0.0
3,0.013964229263365269,0.8337200366682167,-0.0005405209376476705
5,0.013986176811158657,0.8319805769020455,-0.006114133633673191
10,0.013972445391118526,0.8227361340789132,0.189584881067276
15,0.013764061033725739,0.8097175908150342,1.9046701192855835
