teacher_forcing_horizon,mse,ssim,snr
0,0.004550621844828129,0.944269955060012,0.0
1,0.004550621844828129,0.944269955060012,0.0
3,0.004552716854959726,0.9440472551017307,-0.0017660087905824184
5,0.004576264414936304,0.9418422554405043,-0.02151680551469326
10,0.005629332736134529,0.9128221563665968,-0.7602854371070862
15,0.0045228395611047745,0.9335144308454525,3.04643177986145
