teacher_forcing_horizon,mse,ssim,snr
0,0.007782100699841976,0.8455049347043742,-2.1343274116516113
1,0.007782100699841976,0.8455049347043742,-2.1343274116516113
3,0.009455413557589054,0.8161031228900305,-3.0804507732391357
5,0.009556382894515991,0.8233166636897229,-3.150139808654785
10,0.00928433146327734,0.8563577056364673,-3.003767490386963
15,0.004861046560108662,0.9408918885499119,5.931922912597656
