teacher_forcing_horizon,mse,ssim,snr
0,0.012332575395703316,0.8138248591446677,-1.1435188055038452
1,0.012332575395703316,0.8138248591446677,-1.1435188055038452
3,0.013328942470252514,0.7967996988507057,-1.5077908039093018
5,0.013035652227699757,0.8116129926470217,-1.4125308990478516
10,0.011167705059051514,0.865593478916217,0.3156021237373352
15,0.009513797238469124,0.900438449360367,1.1492074728012085
