teacher_forcing_horizon,mse,ssim,snr
0,0.011503776535391808,0.8120166313553829,-0.9127249121665955
1,0.011503776535391808,0.8120166313553829,-0.9127249121665955
3,0.012525388970971107,0.7838688078633334,-1.3085038661956787
5,0.012757140211760998,0.7820598401369236,-1.393949031829834
10,0.01286986656486988,0.7904998353467592,-1.4240964651107788
15,0.01257274765521288,0.8133479613657728,-1.3100249767303467
