teacher_forcing_horizon,mse,ssim,snr
0,0.012354717589914799,0.8061734901526143,-1.1990402936935425
1,0.012354717589914799,0.8061734901526143,-1.1990402936935425
3,0.01248545665293932,0.7862076885087026,-1.2716556787490845
5,0.012440890073776245,0.7910521360365891,-1.2643553018569946
10,0.010799138806760311,0.8390716113188842,-0.5463979244232178
15,0.00849845539778471,0.8858610538861831,0.7698544859886169
